result,評価項目,評価表現,評判情報
"",質感,もよく,質感もよく、なかなかおしゃれだと思います。
"",質感,は印象です,ボディーの質感は安っぽい印象です
"",質感,があれば,これでGR-Dの質感があれば10万円オ−バ−でも頑張って買っちゃうかも!?
"",質感,が高い,・ボディの質感が高い。
"",質感,も気に入っています,シンプルなデザイン、さわった時の質感も気に入っています。
"",質感,はありません,素材の質感は悪くありません。
"",質感,も良く,質感もそこそこ良く、1000万画素とかなりあれこれ満載ですが、唯一バッテリーだけは予備が必要だと感じました(充電器も今時コード使用は×)。
"",質感,はいいです,見た目や質感はとてもいい感じですし特にホールド感がいいです。
"",質感,が高い,1.質感が高い。
"",質感,は感じです,質感はキヤノンのキスデジや30Dより良い感じです。
"",質感,が高い,デザイン特に質感が高い訳でも、低い訳でもなく、ごく普通のAF機にありがちなデザインです。
"",質感,はあります,質感は中級機らしいしっかりした感じがあります。
"",質感,もいいです,質感もいいです。
"",質感,も良い,4．カメラの質感も良い。
"",質感,が良い,質感が良い
"",質感,も良好です,アルミ削り出しのボディは、適度な重さがあり質感も良好です。
"",質感,は感じません,ホールド感も良く、質感は安っぽさを感じません。
"",質感,も良く,Limitedレンズならではの質感も良く、ピントリングの感触も最高です。
"",質感,があります,カタログ上やWEB上では安っぽい外観ですが、実際に手にとって見ると質感がかなりあります。
"",質感,もあります,それとレンズの質感も結構チープな感があります。
"",質感,といい,鏡等先端の丸くカーブしたデザインはとてもマニアの心をくすぐる仕上がりで、フードの植毛仕上げといい、鏡筒部の堅牢さに加えて梨地塗装の質感といい、所有する喜びが得られます。
"",質感,は思います,欠点も多いカメラだとは思いますが、普通に記録を残せますし、何よりデザインと質感はこのクラスでは一番だと思います。
"",質感,も良いと,ボディの質感もプラボディとしては良いと思うしデザインも留100よりマシです。
"",質感,も良いです,操作性や機能性は今でもピカイチですし、質感もとても良いです。
"",質感,は最高です,質感は最高です。
"",質感,もあり,以前のタムロンに比べ質感もあり、思ったより軽量なので、留7Dの常用ズームにする予定です。
"",質感,は最高です,EOS-1DsMarkIIIの質感は最高です。
"",質感,が高い,質感という意味ではショールームで触ったMark竇。の質感が高い。
"",質感,がいい,見た目より質感がいい。
"",質感,もいいです,金属ボディで質感もいいです。
"",質感,も悪くなく,質感も悪くなく、入門機としては十分な高級感でした。
"",質感,も良好です,持った時の質感も良好です。
"",質感,もよく,グリップの質感もよく、滑り難く、落ち難いです。
"",質感,は素晴らしいです,でも質感は素晴らしいです。
"",質感,が良いです,質感が良いです。
"",質感,はあります,しかしその分、質感はあります。
"",質感,は感じます,質感は、プラスチックが多く使われている為それなりの質感だと思いますがその分軽く感じます。
"",質感,も良いと,また質感も良いと思います
"",質感,がよく,私は、初めてデジタルカメラを購入したのですが、910isはとても質感がよく、スマートに携帯できるのに、他社とは違うカメラらしさを感じ、IXYに決めました。
"",質感,は感じです,質感は3年前に買ったIXY50より低くなっている感じです。
"",質感,はいいですね,質感はいいですね。
"",質感,がある,ズームとかレリーズにタイムラグがあるが、それすら風格と思えなくもないほどの質感がある。
"",質感,があり,手にした感じも質感があり，とても気に入りました。
"",質感,が気に入りました,カメラ本体の質感が、コンデジの中で、1番気に入りました。
"",質感,は感じます,マグネシウムボディで、手に取った質感はとてもよく感じます。
"",質感,が感じます,20Dと比べて質感が若干安っぽく感じます。
"",質感,はいいです,デザインは、マグネシウム合金製ボディーで、適度な重量感もあり、手をかける所には布(?)貼りで覆われており質感はいいです。
"",質感,も比べると,質感もKISSシリーズと比べるとぜんぜん違います。
"",質感,は高いです,好みの問題ですが、質感は高いです。
"",質感,が高い,性能はもちろんのこと、商品自体の質感が高い非常に完成度の高いモデルだと思います。
"",質感,の良い,結論は、小さくても質感の良いボディーとウエルバランスな性能をもつ一台として、今のところ買い換え悪魔のささやきも聞こえてはこない魅力機種です。
"",質感,に満足しています,すばらしい画質と質感に大変満足しています。
"",質感,が良くて,カメラとしての質感が良くて、持っていても愛着が沸いてくるし、出力される画像も安いデジタル一眼よりも素晴らしいので、持ち歩ける常用カメラとしては最高ではないか?と思います。
"",質感,が欲しい,もうちょっと質感が欲しい気もしますが、価格的には仕方ないでしょう。
"",質感,は思います,1920x1080の解像度からくる質感は、「ほかのこのお値段クラスのカメラ」にはないと思います。
"",質感,が良く,また、質感が良く、所有欲を刺激する絶妙な重さ。
"",質感,はします,確かに、ダイヤルやボタンの造形や操作感は良く出来ていますが、肝心な筐体の質感は、プラスティッキーな感じがします。
"",質感,はものです,ボディやダイアルなど主要部品の大部分に金属が使用されており、質感はかつてないほど高いものです。
"",質感,が良い,他のコンデジには無い質感がとても良い。
"",質感,も良い,概観や質感も良い方で、速写ケースもレンジファインダーカメラ風で使いよい。
"",質感,が良く,明らかに40Dの方が質感が良く、思った以上にホールドしやすいため重さを感じさせない。
"",質感,がいいです,何といってもボディーの質感がいいです。
"",質感,は良いですね,マグボディーの質感は良いですね。
"",質感,もなく,デザインや質感も申し分なく、かなりいい感じ。
"",質感,も良く,購入からおよそ一ヶ月、まだまだカット数は少ないですが…デザイン…以前使ってたKissDigitalXと較べるとやはり無骨な感じはありますが、質感も良く、とてもキヤノンらしいデザインだと思います。
"",質感,があります,望遠ズームと言うことで携帯する時の大きさは仕方がないのですが、それ以外では今までにない質感があります。
"",質感,は感じです,質感は、レンズも含めニコンのD80あたりと比べてももう少し頑張って欲しい感じです。
"",質感,のある,1、質感のある、ボディカラーS2ISのボディカラーが気に入らず購入を見合わせていましたが、見て直ぐに気に入りました。
"",質感,がいい,あえて難を付けると、もう少し質感がいいほうがいいかな?
"",質感,がいいですね,質感が最高にいいですね。
"",質感,も含めて,私は質感も含めて気に入りました。
"",質感,は感じです,普通だね質感は最高ですね持つ喜びがありますノイズは多めですねポートレートにはいいですね5〜6年前のデジカメからずいぶん進化したなって感じです。
"",質感,はあります,防震効果は絶大です同社の10×30ISも使用していますが、月を見た時の質感は大きな差があります
"",質感,が良い,特に、シャッターを切った時の質感がとても良い。
"",質感,がいいですね,CCDが大きいのと、質感がいいですね。
"",質感,はいいです,フロントパネルの質感はいいです。
"",質感,は良いと,質感は良いと思います。
"",質感,もあり,デザイン___あまり拘りありませんが、結構質感もあり、良いのでは___と思います。
"",質感,はあり,質感はF30より傷が付きにくくなった場所もあり、前進した。
"",質感,は良いですが,質感はシルバーの方が良いですが、ブラックはマット仕上げの為、ホールド感が高く、撮影をしやすいです。
"",質感,も満足しています,ブラックを購入しましたが、つや消しで質感も良くとても満足しています。
"",質感,が気に入りました,・デザインはシャンパンゴールドって感じで非常に質感が良く気に入りました。
"",携帯性,が悪く,単三電池を使うことが出来るので旅行時には良いだろうということで選んだのだが、本体の厚みがすごくて携帯性が悪く、起動の遅さ、レリーズしてからの撮影完了までのタイムラグが一秒程度で多々シャッターチャンスを逃していた。
"",携帯性,は素晴らしい,携帯性は素晴らしい。
"",携帯性,は良く,特に携帯性は抜群に良く、デザインも大変気に入ってます。
"",携帯性,は思います,おしゃれ度、携帯性は現在でもトップクラスだと思います。
"",携帯性,を考えると,〕で表されている点が初心者の方にはとっつきにくいかもしれませんが価格と携帯性を考えるとデジタルカメラのエントリーモデルとしては最適では無いでしょうか。
"",携帯性,は良いです,素晴しい携帯性は一眼レフでこれなら十分良いです、
"",携帯性,が良いです,スリムなボディーで携帯性が良いです。
"",携帯性,は良いのですが,携帯性は、現在では非常に良いのですがもうちょっとがんばれ
"",携帯性,は良いのですが,軽くて携帯性はとても良いのですが、ズームのつまみが使いづらく感じました。
"",携帯性,は良いと,こういう本格的なカメラで「携帯性」という評価項目があるのが理解できませんが、レンズを持ち歩かないでいいので、そういう意味で携帯性は良いと思います。
"",携帯性,は良いと,少々重くて大きいですが、描写を考えると携帯性は良いと思います。
"",携帯性,はよいです,携帯性は、よいです。
"",携帯性,はありませんが,携帯性はあまり良くありませんが、機能、バッテリーの持ち、液晶共にグッドです。
"",携帯性,が悪く,SONYのF707を永い間愛用していましたが、携帯性が悪く今回DSC-T9を購入しました。
"",携帯性,はありませんが,ボディーサイズが大きく重く、携帯性は良くありませんが、その分液晶画面が大きく見やすいのは良いです。
"",携帯性,は良い,携帯性は良い、全体が軽く感じる。
"",携帯性,を持つ,ただ、私の場合はそれを踏まえて、___100〜200万画素クラスのデジカメ性能___初期のDVビデオカメラ性能___他に無い圧倒的な携帯性を持つ製品と考えて購入しました。
"",携帯性,はありません,携帯性は、わたしにとっては文句ありません。
"",携帯性,が良く,携帯性が良く、上位機種よりザクティらしいという評判はその通りのようです。
"",携帯性,でしました,(HD___TVでの視聴であれば差が実感できるのでしょうが)C4が小さくて携帯性に優れていたので、大柄なHD2はC4と比較して携帯性でマイナスとしました。
"",携帯性,もいいです,値段も安く(2万円ちょっと)、携帯性もいいです。
"",携帯性,も良く,携帯性も非常に良く、ストラップで首から下げ、ウェアの内ポケット中に入れると、滑ってる時も邪魔にならず抜群に良かったです。
"",携帯性,には満足しています,ポップなデザインや、コンパクトな携帯性には大変満足しています。
"",携帯性,も良く,それ以外は、友達とかで遊んでいる時など、携帯電話のカメラで取るような時にの代わりに使えば、携帯性も良く高画質で記録が残せるムービーだと思います。
"",携帯性,も良いので,ムービーと写真を一台で綺麗に撮れて携帯性も良いので、以前から外出に気軽に持ち出していました。
"",携帯性,といい,まぁ、長所短所を自分なりに研究して購入しましたから、、携帯性といい、費用対効果といい、大変満足出来る買い物が出来ました。
"",携帯性,にあり,テープは実績があるが海外旅行という目的には携帯性に難あり。
"",携帯性,は良いのですが,携帯性はかなり良いのですが兄弟のCG65の方が更に小さいんですね。
"",携帯性,も良く,初めてのデジビデだったのですが、操作も簡単、携帯性も良く、文句ありません。
"",携帯性,はいいです,携帯性はいいです
"",携帯性,はあります,撮りたい時にパッと取り出せる、その携帯性は換えがたいものがあります。
"",携帯性,がいいので,携帯性がいいので、旅行や行楽に気楽に持ち歩けるのはGood!
"",携帯性,はいいです,広告ではものすごく薄い感じがしましたが普通の厚みです(^^;ですが横長のためか小さく感じますし、軽いので携帯性はいいです。
"",携帯性,は良いです,コンパクトなので携帯性は良いです。
"",携帯性,がよい,安く購入できたというのが一番ですが、それ以外の理由としては…①とにかく携帯性がよい。
"",携帯性,もよく,携帯性もよく、いつでもポーチにいれて持ち歩けるのが嬉しいですね。
"",携帯性,が良い,・メディア(SDカード)が小さいので携帯性が良い。
"",携帯性,の良い,尤も、本機よりも遥かに携帯性の良い機種もあって4点にしました。
"",携帯性,はありません,FX33に比べるやや大きく少し重いですが、コンパクトで携帯性は問題ありません。
"",携帯性,は満足しています,バッテリーの持ち、見た目、携帯性は満足しています。
"",携帯性,は十分です,以前エクシリムを使っていたので、さすがにあそこまで軽く薄くという感動はありませんでしたが、携帯性は十分です。
"",携帯性,も良く,さらに携帯性も良く現在ではかなり満足。
"",携帯性,で決めました,☆最後に___Canonが好きで、IXY70を持っていますが、ズーム機に関しては、手ぶれ補正・感度・使い勝手とこのクラスとしては圧倒的な携帯性で決めました。
"",携帯性,の良い,とにかく携帯性の良いカメラでなおかつ画質の良い安いカメラを…と思って購入したわけですが、GS300はまさに望み通りでした。
"",携帯性,もよく,携帯性もよく、重さもほとんど感じません。
"",携帯性,はないと,将来的に、現在のメイン機において交換レンズ等を充実させていくことで、私の本機利用度合は減少していくと思いますが、妻の利用する分には余りある機体であり、携帯性は劣るものの、家庭で利用する分には十分な物であることには間違いないと思います。
"",携帯性,を求める,重いしデカイので携帯性という点では相当厳しいがこの手のデジカメに携帯性を求める方が無理というもの。
"",携帯性,はよいと,ポケットに入る大きさなので携帯性はよいと思います。
"",携帯性,も良く,購入して半年が経ちましたが、小型のデジカメの部類では高機能で比較的携帯性も良くロケハン等でも重宝しています。
"",携帯性,が悪い,電池の持ちが非常に悪いのと、携帯性が悪い、手ぶれが非常に多いのが難点ですが、晴れた日の低感度の写真が非常に素晴らしいです!!!
"",携帯性,も良いです,そのほかはバッテリーの持ちも携帯性も良いです。
"",携帯性,の良い,その昔、銀塩フィルムの一眼で撮りまくっておりましたが、結婚し、子どももでき、そのうち凝った撮影というよりも、ヨメさんの指示で行事のビデオ撮影と、ヨメさん主導で購入した、ちっちゃくて携帯性の良いデジカメばかり使っておりました。
"",携帯性,も良いと,携帯性も良いと思います。
"",携帯性,は良いと,本体の重さが115グラムで、バッテリーが15グラムと、軽くてコンパクトなので、携帯性は良いと思います。
"",携帯性,も良く,でも、低価格なキットレンズとして考えると、軽量で携帯性も良く、AFは精度も速度も充分。
"",携帯性,は感じです,その他___携帯性は抜群、バッテリーはそこそこって感じです。
"",携帯性,はないです,携帯性は言うことないです。
"",携帯性,もよく,小型軽量で携帯性もよく、大変満足しています。
"",携帯性,はいいです,もちろん、携帯性はすごくいいです。
"",携帯性,は素晴らしいです,携帯性は素晴らしいです。
"",携帯性,は感じますが,携帯性は、少々長く感じますがこんなものでしょう。
"",携帯性,はありません,ただ、大きく重いため携帯性はあまりよくありません。
"",携帯性,は良いと,携帯性は、抜群に良いと感じています。
"",携帯性,は良いです,携帯性は非常に良いです。
"",携帯性,はしました,かさ張って持ち運びが大変なレンズですが、キヤノンのヨンニッパと比べて1キロ近く軽い(20%に相当)ことから携帯性は3にしました。
"",携帯性,も良く,コンパクトで携帯性も良く、中学生にも十分操作できる扱いの良さ、これから一眼レフを扱う入門機としては一番の機種ではないのでしょうか。
"",携帯性,をしましたが,評価において敢えて携帯性を4としましたが、D70との比較の重さで、マグネシウムボディーによる安心感を考えれば、当然の重量アップと評価できます。
"",携帯性,はしました,高機能、高画質のためですが、さすがに重くて大きめボディですので、携帯性は4点としました。
"",携帯性,は良いですね,携帯性は良いですね。
"",携帯性,をした,まだまだ使い始めですが、携帯性を犠牲にした重さなりに安定感があります。
"",携帯性,は十分です,携帯性は機能を考えれば十分です。
"",携帯性,は良い,・小型軽量に造られており携帯性はとても良い
"",携帯性,はないが,携帯性は性能とのトレードオフなので仕方がないが、他の性能は極めてバランスがよく、かつハイレベルである。
"",携帯性,は感じますが,携帯性は600g超と一見重く感じますが、実際持ってみると重いという感じはしません。
"",携帯性,は思います,携帯性はボディ単体では理想的なように思います。
"",携帯性,は良好です,コンパクトで、携帯性は良好です。
"",携帯性,は思います,携帯性は、キットレンズと比べると重い、VR18−200に近い感じだと思います。
"",携帯性,が悪い,全長がやや長くて携帯性が悪いこと、銀塩で使用すると周辺減光が少し目立つことから、減点して4点としました。
"",携帯性,を求める,【携帯性】このレンズに携帯性を求めるコト自体がおかしいと思います。
"",携帯性,はありませんが,D2xに近い性能を考えると、携帯性は自分的には不満はありませんが、一般的に見たら不満が有るかと思います。
"",携帯性,はありません,それなりに大きなボディなので、携帯性は良くありません。
"",携帯性,をして,大柄になってしまうので携帯性を犠牲にして少しマイナスの4点。
"",携帯性,を持つ,回転レンズと、10倍ズーム機としては圧倒的な携帯性を持つ点で他の追随を許さない唯一無二のカメラです。
"",携帯性,を考えれば,むしろ、携帯性を考えればプラスになるでしょう。
"",携帯性,を求める,携帯性を求めるカメラでもないでしょう。
"",携帯性,も良く,携帯性もなかなか良く、首にかけていてもあまり邪魔になりません。
"",携帯性,は良く,携帯性は非常に良く、チャージ時間も速いですし、基本的な機能も申し分ありません。
"",携帯性,は思います,携帯性は三脚の使用を前提とすれば、問題ないと思います。
"",携帯性,は思います,今まで使っていたレンズより、大きくて重い(当たり前)ですが、手持ちも可能な範囲ですので、サンニッパにしては、携帯性はOKと思います。
"",携帯性,は良いと,絶対的には大柄のレンズですがそういう意味で携帯性はむしろ良いと思います。
"",携帯性,はありません,携帯性はタムロンよりも重くニッコールよりも軽い(ニッコールVRは比較対照外ですが)ですがハンドリングに影響はありません。
"",携帯性,は思います,携帯性は、一眼の中ではとても小さい方だと思います。
"",携帯性,の良い,最初は携帯性の良いコンデジにする予定だったのが、飼い猫の黒猫とテニスの試合を取りたかったので、こちらの皆さんのご意見を参考にし、大幅予算アップでしたが思い切ってデジ一デビューをいたしました。
"",携帯性,は満足です,携帯性は満足です。
"",携帯性,が良くて,携帯性が良くて、上級者ユーザーのサブカメラとして好まれているのもわかります。
"",携帯性,はいいです,携帯性はかなりいいです。
"",携帯性,は良いと,携帯性は、少々ずっしりきた方が一眼レフらしく良いと思う。
"",携帯性,はよいと,F、F2、F3と巨大なモータードライブを使用した経験からすると、大柄なF5でもコンパクトで携帯性はよいと感じます。
"",携帯性,はなりません,携帯性も一応4にしておりますが、300／2．8や400／2．8と同行させるのがほとんどですので、カメラの携帯性は普段はほとんど気になりません。
"",携帯性,はありません,機能や性能がずば抜けて優れているということはありませんがデザインや携帯性は大変秀逸で文句のつけようがありません。
"",携帯性,がいいと,コンパクトボディなので携帯性が非常によく旅行やイベントでは、じゃまにならず、とてもいいと思います!
"",携帯性,が悪い,携帯性が悪い、厚みがありすぎ!
"",携帯性,を考えれば,携帯性を考えれば妥協線でした。
"",携帯性,も良く,携帯性も良く、室外で子供の写真を撮る時は7倍の光学ズームがとても楽しいです。
"",携帯性,がよい,5．気に入っているのは、携帯性がよいこと、24mmからのワイドが使えることです。
"",携帯性,は良いと,携帯性は良いと思いますが、他にもっとコンパクトなデジカメがいくらでもあるので4点。
"",携帯性,は思います,携帯性は、この手の性能のカメラであれば十分だと思います。
"",携帯性,も悪くなく,携帯性も悪くなく、コンパクトデジカメの中では特別小さいわけではないが、それでも持ち運びたくなるカメラである。
"",携帯性,は思います,G9と比べると機能的にはいろんな面が劣るのは、デジタル機器の進化を感じますがその画質と携帯性は、2年経った今も他のデジカメに比肩させないすばらしい物だと思います。
"",携帯性,は良い,携帯性は、非常に良い。
"",携帯性,はありませんが,まあ重いので携帯性はあまりよくありませんが、それでもペンタが一番です!
"",携帯性,もよく,携帯性もかなりよく、手ぶれ補正やダストリダクション等の機能も豊富です。
"",携帯性,はありませんが,携帯性サイズ、重量的に携帯性は良くありませんが、この機種を選ぶ以上、携帯性は求めません。
"",携帯性,は悪くない,・携帯性について補足確かに以前のPENTAX機よりは若干重くなっているが、ボディ内蔵手ぶれ補正により、軽くて小さいレンズを使用することが出来るため、トータルとしての携帯性は全然悪くない。
"",携帯性,は思います,携帯性は、このクラスならこれぐらいの重さは仕方ないと思います。
"",携帯性,はないですが,携帯性は軽くて小形に越した事はないですが、良い所ではないでしょうか。
"",携帯性,は感じました,携帯性はコンデジからだと重く感じました。
"",携帯性,が良い,1．小さくて携帯性が良い。
"",携帯性,が悪いと,デジイチはもっと携帯性が悪いと思っていました。
"",携帯性,がよい,」と言われているのでかなり携帯性がよい部類と思います。
"",携帯性,をしましたが,携帯性を「4」にしましたが、これはこのクラスのレンズでは仕方がないですね。
"",携帯性,はものです,携帯性は、カメラとのバランス等よいものです。
"",携帯性,は感じますが,携帯性は、少々長く感じますがこんなものでしょう。
"",携帯性,が良い,5、システム全体の携帯性が良い。
"",携帯性,は良く,デザイン、携帯性は良く、機能も悪くありません。
"",携帯性,が良い,1、5倍ズームとしてはコンパクトで携帯性が良い。
"",携帯性,はありません,携帯性この大きさですので携帯性は良くありません。
"",携帯性,はいいです,が、軽量コンパクトで携帯性はとてもいいです。
"",携帯性,はよいです,軽く携帯性はよいです。
"",携帯性,はいいです,まぁ、なんとかポケットに入りますし、見た目よりは携帯性はいいです。
"",携帯性,もいいと,ちなみに、TAMRONの18-200mmと比較するとAF速度も速いですし、軽くて大きさも小さいので非常に携帯性もいいと思います。
"",携帯性,を考えると,ホールドしにくさも、携帯性を考えると、仕方がありません。
"",携帯性,は文句なし,携帯性は文句なし。
"",携帯性,が良いです,機能満載で、軽いBodyは携帯性が良いです。
"",携帯性,は良く,携帯性はすこぶる良く、ポケットに入るのはありがたいです。
"",携帯性,が高い,携帯性が高いわけが無い。
"",携帯性,が良いと,同焦点距離のレンズには、F1.4USMやF1.8などがあり、それらと比較してしまうと携帯性が良いというには無理があるかもしれません。
"",携帯性,をして,携帯性を気にして使用するレンズではないと思う。
"",携帯性,が良いです,バッテリーチャージャーは1D系付属品より小さく携帯性が良いです。
"",携帯性,はありませんが,携帯性は当然よくありませんが、私は描写性能と手ぶれ防止効果優先なので気にしていません。
"",携帯性,もありません,携帯性も個人的には問題ありません。
"",携帯性,は最高です,予備バッテリーは、いりますね、先代がIXY300だったので、軽くコンパクトで携帯性は最高です。
"",携帯性,はいいです,携帯性は非常にいいです。
"",携帯性,も良いです,重さもバランスが良い性かカメラに実装すると実重量ほど感じ無いし、縮めると携帯性も良いです
"",携帯性,の良い,主に私のスナップ用と娘が旅行に使う目的で携帯性の良いデジカメとして購入。
"",携帯性,が良い,900ISは普段は妻が使用しておりますが、満足できる画質や機能でさらに携帯性が良いところが大変魅力的だと思います。
"",携帯性,は思います,本体の厚み、また本体表面に無数のきずがついてしまう点、携帯性はいまいちだったと思います。
"",携帯性,も良く,"ケラレないように""つば""の部分を削る加工が必要ですけど、他のレンズフードを装着するほうが遮光効果も高くて携帯性も良く、さらに見た目も良いので、他のフードを使用することをお勧めしたいです。"
"",携帯性,がいいです,レンズのサイズや重量も手ごろで極めて携帯性がいいです。
"",携帯性,は良いと,また、レンズ本体の携帯性はとても良いと思うのですが、多くの方が評価するようにフードはいまひとつなので、判定は微妙なところがあります。
"",携帯性,は思います,レンズ本体の携帯性は、大きさ重さともに合格で、十分な機動力であると思います。
"",携帯性,はものだと,携帯性はこんなものだと思います。
"",携帯性,の良い,キャノンLレンズシリーズはどれも携帯性の良い物はありませんがその分、画質、作り、操作性が値段に見合った性能だと思います。
"",携帯性,はないと,レビューの携帯性は、このレンズの場合、意味がないと思うので、無評価。
"",携帯性,の良い,携帯性これ1本あれば、旅行先、散歩、室内とどこでも使えるので、1本で済むと考えれば、これほど携帯性の良いものは無いと思います。
"",携帯性,もなく,携帯性も申し分なく、KISSDNに付けたまま、メッセンジャーバッグに放り込んで持ち歩いています。
"",携帯性,はしました,フードがデカいので携帯性は4にしました。
"",携帯性,が良いです,500mm望遠レンズとしてはかなり軽く、携帯性が良いです。
"",携帯性,が良い,画質ですが、CanonのLレンズと比較してしまうと、若干暗くコントラストも甘い気もしますが、自分も含め一般の方が使うには価格も安く携帯性が良いことも考えれば、かなり良いレンズになると思います。
"",携帯性,は感じますが,携帯性は、少々長く感じますがこんなものでしょう。
"",携帯性,にして,一眼のカメラも持っていますが、さっと取り出してさっと撮影したい時に不便さを感じ、携帯性に期待をして910ISを購入しました。
"",携帯性,も良いし,携帯性も良いし、楽しいので、気楽にパシャパシャ撮っています。
"",携帯性,の良い,普段はデジタル一眼レフにて写真を撮っていますがちょっとデジカメを持ち出したり記録のために携帯性の良いものを、と買いました。
"",携帯性,を考えれば,携帯性を考えれば、IXYの方が優れていると思う。
"",携帯性,はいいです,携帯性はビジネスバッグに入れて常時携行できるので合格、重さもちょうどいいです。
"",携帯性,をした,携帯性を少し犠牲にした分、持ちやすいです。
"",携帯性,があると,携帯性については、ディジタル一眼のサブ機と考えていますのでので抜群の携帯性があると思います。
"",携帯性,はありません,携帯性は言うまでもなくありません。
"",携帯性,はありませんが,携帯性は悪くありませんが、最初はKISSが欲しかったということもあり、ちょっと大きく感じます。
"",携帯性,は思いますが,携帯性は少し悪く思いますが、さほど気になりません。
"",携帯性,の良い,私はもともとフィルム一眼からキャノン派で、デジ一眼で10DとGシリーズ(G1-G2-G5)を使っており、より携帯性の良いものとして、isがついたこの800isが気になりました。
"",携帯性,は感じですが,携帯性は他のサードパーティーレンズメーカーの物に比べれば大きい感じですが、私は手・体ともに大きいので問題ないです。
"",携帯性,は満足です,そのバッグの横のスペースに、100mmマクロと50mmF1.8なども入りますから、携帯性は十分満足です。
"",携帯性,はいいです,携帯性は、いいです。
"",携帯性,も良く,画質を追求しないのであれば携帯性も良く、手ブレ補正の強力なお散歩レンズとして、かなりお勧めです。
"",携帯性,は良いと,非常にコンパクトで携帯性は良いと思います。
"",携帯性,が気に入りました,いつでも持ち歩ける携帯性が気に入りました。
"",携帯性,が良いです,レンズやグリップのでっぱりをなくしたのは大正解で、携帯性が良いです。
"",携帯性,はものです,携帯性はこの機器の性能と比べるとどうしても仕方が無いでしょう・・・___しかし、そのほかの部分では大変満足の出来るものです。
"",携帯性,もよく,5Dとこのストロボだったのですが、携帯性もよく、発光にも不満点はなかったです
"",携帯性,は良いと,今までのコンデジと比べると、非常に重くなり、携帯性は良いと言えません。
"",携帯性,は文句なし,デザインと携帯性は文句なし
"",携帯性,は良好です,非常に小型で軽量なので携帯性は良好です。
"",携帯性,も良く,小型で携帯性も良く、液晶画面も綺麗でとても良いですね。
"",携帯性,がいいので,使い始めて四ヶ月ほど、仕事にもプライベートにも活躍してます携帯性がいいので、何処にでも持ち歩きすぐに撮れるのがいいですね
"",携帯性,を考えると,あと、ファインダーが思っていたよりも大きくて見やすくて、携帯性を考えるとロケーションは40Dメインの方がいい?と思うくらいでした。
"",携帯性,は良いと,携帯性は、ガタイの割りに軽くて首から下げてもあまり負担を感じないので非常に良いと思います。
"",携帯性,はしました,もう少し軽量にしてくれると嬉しいので携帯性は4にしました。
"",携帯性,は思いますが,携帯性は重量面で少し思いと思いますが、このクラスの機種であれば有る程度のズッシリ感の範囲内であると思います。
"",携帯性,はないので,携帯性は、軽さコンパクトさはないので4点ですが、個人的にはちょうどいい大きさ・重さと思っています。
"",携帯性,を求める,携帯性をこのモデルに求める人は多分いないでしょう。
"",携帯性,は良いので,携帯性は良いので、「持ち運びしやすいものが良い」という方は是非お勧めの一台でしょう。
"",携帯性,はよいです,小型で携帯性は非常によいです。
"",携帯性,がいい,これまではポケットに入る大きさのコンパクトデジカメ(PENTAXOptioS40)を使っていて、携帯性がいい為PowerShotのような少し大きめのコンデジは敬遠していたのですが、実際はサイズがアップした以上に性能と機能が大幅にアップして大満足しています。
"",携帯性,はいいです,しかし、単三電池も2本だけで軽いので、案外、携帯性はいいです。
"",携帯性,も良いと,このクラスのズームとしては大きさ・軽さ、そこから来る携帯性もとても良いと思います。
"",携帯性,はありません,携帯性は文句ありません。
"",携帯性,は最高,携帯性は、最高
"",携帯性,は文句なし,携帯性は文句なし。
"",携帯性,が良く,携帯性が良く、画質も良いと思います。
"",携帯性,がいいので,良い点5Dのサブで買いましたが、携帯性がいいので常に持ち歩くようになりました。
"",携帯性,がいいので,携帯性がいいので大変重宝しています。
"",携帯性,は良いと,携帯性は良いと言えるでしょう。
"",携帯性,は感じです,この点をクリアするのに大きなレンズフードとアダプタ、プロテクタを取り付け、携帯性は評価3でもちょっと甘い感じです
"",携帯性,がいいので,デジイチに比べ、携帯性がいいので、常時車に載せて持ち歩いてます。
"",携帯性,は感じます,携帯性は(言ってもしょうがないことですが)S1ISよりも大分悪く感じます。
"",携帯性,の良い,色々出ているコンパクトデジカメの中でなぜこれを選んだのかと言うと①大きいサイズの物は旅行の時に荷物になるので、携帯性の良い物が欲しかった。
"",携帯性,はありません,携帯性は決して悪くありません。
"",携帯性,を求める,携帯性をこのクラスのカメラに求めることはナンセンス。
"",携帯性,も良い,フードを使わなければ携帯性も良い。
"",携帯性,にありません,・携帯性L2よりも、厚み・高さ・横幅すべて一回り大きいですが、携帯性に影響はありません。
"",携帯性,もよく,携帯性もよく、操作も簡単。
"",携帯性,はありません,携帯性は特に不満はありません。
"",携帯性,の良い,その他は、使いやすくて、比較的携帯性の良い物だと思います。
"",携帯性,は思います,携帯性はこのクラスとしては普通だと思います。
"",携帯性,は良いのですが,小さいほど携帯性は良いのですが、小さすぎるとホールド性がさらに損なわれそうなので、こんなもんで良いです。
"",携帯性,は感じません,携帯性は見た目はデカく感じかすが、重さは全く感じません。
"",携帯性,は良いので,携帯性はジャンパーのポケットには入るし、ホールド感はすごく良いので、私としては大きさはこれで○。
"",携帯性,は良いのですが,」一眼レフと比べると、軽くて携帯性は良いのですが、軽い為、慎重に手を動かさないように撮影しないと手振れしてしまいます。
"",携帯性,はない,携帯性は求めるべくもない
