result,評価項目,評価表現,評判情報
"",操作性,も良いです,操作性も良いです。
"",操作性,はありません,フィルムではZ-1を使っており、操作性は全く違和感がありません。
"",操作性,は思います,操作性は、RAW一発切り替えボタンがあったり、上部情報表示パネルもみやすくボタン位置も指が自然に触れていける感じでよいですし、液晶メニュー内容も解りやすくて操作面は成熟のレベルと思います。
"",操作性,で思います,DS同様、液晶画面での設定が多いのは操作性で今一かなと思います。
"",操作性,は思います,操作性は、ファンクションで変更できる内容をカスタマイズ出来るとよかったと思います。
"",操作性,も良く,画質も申し分なく、操作性も良く、作りもカッチリしていて、さらにコストパフォーマンスも良く大満足してます。
"",操作性,はありません,ズームリングやフォーカスリングの操作性は悪くありません。
"",操作性,は劣りますが,操作性はK10Dに比べると劣りますが、使い難いという事は全くありませんので、各撮影モードとあわせ、初めて一眼を使う人でも使いやすいのではないかと思います。
"",操作性,はいいです,1.操作性はいいです。
"",操作性,は良いです,ズーム機能とクイックアシストAFのお陰で操作性は極めて良いです。
"",操作性,もいい,適度に小さくて(DA40は小さすぎる)、操作性もまぁまぁよく、カメラに付けた見た目もすごくいい。
"",操作性,は思います,操作性は、ちょっと太い感じはしますけどスムーズに回転すると思います。
"",操作性,はいい,幅の広いこのレンズのピントリングが回らないのでAF時の操作性はいい。
"",操作性,は良好です,ピントリングやズームリングの操作性は良好です。
"",操作性,はいいと,操作性は確かにいいとおもいました。
"",操作性,は良いです,ズームリングもピントリングもHSMタイプと同じく幅広で操作性は良いです。
"",操作性,もよく,とても軽くて携帯性抜群、操作性もよく、それなのにぼけ味もよく、表現力は十分です。
"",操作性,はよいです,その一方でクイックシフトフォーカスやMFの操作性はとてもよいです。
"",操作性,が良いので,更にコンパクトで操作性が良いので、G5は処分しました。
"",操作性,はものです,操作性は覚えてしまえばこっちのものです。
"",操作性,はよいです,各種ボタン類は非常にわかりやすく操作性はよいです。
"",操作性,は良いと,画質、シーン、露出補正・・などの切り替えもしやすく、操作性は良いと思います。
"",操作性,も良いです,このカメラなら飛沫のかかる船の上でも気にせず使えますし操作性も非常に良いです。
"",操作性,も良く,当然モノラルですが、操作性も良く、音質も良好。
"",操作性,も良いです,MF時、フォーカスリングの操作性も良いです。
"",操作性,は良いと,画質や操作性はかなり良いと思います。
"",操作性,はありません,操作性はよくありません。
"",操作性,は使いやすいです,操作性はファンクションボタンが肝でかなり使いやすいです。
"",操作性,も良く,形態性はとてもよく、全体的にレスポンスも良く、なかなか操作性も良く、快適なカメラです。
"",操作性,は使いやすい,操作性は、複数のダイヤルで慣れれば非常に使いやすい。
"",操作性,も悪くないです,重量バランスも良くフォーカスホールドボタンの操作性も悪くないです。
"",操作性,ではありません,留707Siを長い間愛用していたので、操作性ではあまり違和感はありません。
"",操作性,も良く,始動性はカバーを開けるだけで、即起動、操作性も良く、光学ズームなのにレンズが飛び出さないのは、便利です。
"",操作性,に関してはありません,単焦点だけにシンプルで操作性に関しては簡単としかいいようがありません。
"",操作性,は悪い,操作性は概ね問題無し、強いて言うと電源のオンオフスイッチがサブダイヤルに機能を持たせる役割があるのに位置が非常に悪い。
"",操作性,はありません,大きくて重い分、ズームリングなどの操作性は申し分ありません。
"",操作性,も良い,描写は素晴らしいし、操作性も良い。
"",操作性,を含めて,私は、ポートレートを中心に撮影しますが、モデルさんの一瞬の笑顔、何気ない一瞬の仕草などをねらうには、操作性を含めて1Dシリーズが必要になります。
"",操作性,になり,10D〜40Dと同タイプの操作性になり、直感的に操作できるようになりました。
"",操作性,に感じます,ISが付いていない分、操作スイッチも、AF／MF切換のみというシンプルな構成であり、逆にそのシンプルな操作性に魅力を感じます。
"",操作性,も思った,IS付のズームにしては軽量で操作性も思ったほど悪くはありません。
"",操作性,が良い,マニュアルフォーカスの操作性が良い。
"",操作性,は思います,操作性は普通だと思います。
"",操作性,はありません,スイッチの配置も分かりやすい場所にあり、操作性は全く問題ありません。
"",操作性,はいいと,回転ダイヤルの操作性やファームウェアの共通化などの関係で同じメーカーの製品を使っている人ならおなじみの操作性はいいと思います。
"",操作性,は秀逸,・回転式ダイヤルの操作性は秀逸。
"",操作性,は感じです,バッテリーの持ちも良く、操作性は抜群な感じです。
"",操作性,がいい,ジョイスティックは操作性がいい。
"",操作性,が悪い,メインスイッチの操作性が悪い．
"",操作性,にあり,ただズームの操作性に難あり。
"",操作性,も含めて,操作性も含めて、初心者にも扱いやすい品だと思います。
"",操作性,も悪くなく,操作性も悪くなく、液晶も個人的には見やすいかなと思っています。
"",操作性,も良いので,サブ機のつもりで購入したのですが、予想以上に画質も良く、操作性も良いので今のところ使用比率は半々といったところです。
"",操作性,が高い,(クルクル回転するもの)のおかげで操作性が高い点
"",操作性,は良いです,ボタンの数も多く操作性は良いです。
"",操作性,も良く,質感や操作性も良く、なにより思った以上の画質に大変満足しています。
"",操作性,が良く,機能が凝縮されたカメラといった印象だが、操作性が非常に良く、直感的に扱えるのが良い．
"",操作性,はあり,操作性はダイヤルが液晶脇にあり、液晶画面を見ながら操作する方には問題無いのでしょうが、ファインダーを覗いて撮影する場合は操作ができないので、せっかくの機能が使用しずらいのは残念です。
"",操作性,は使いやすいです,操作性はISO設定など使いやすいです。
"",操作性,は良く,5Dを先に利用していた点からも同様の操作性は非常に使い勝手が良く、以前にKissDNを使っていた時に比べると格段の使い易さがあります。
"",操作性,も良い,新しい機種よりボディーのサイズが自分の手のサイズにベストで操作性もよく良いカメラです。
"",操作性,は少ないですが,操作性は機能は少ないですが、簡単に変更できるので扱いやすい。
"",操作性,が悪い,ON/OFFスイッチが後ろにあるのは、親指と中指・薬指・小指でカメラを掴んで人差し指でOn/Off出来たD200と比べると、サッと出してパッと撮れなくなったぶんだけ操作性が悪い。
"",操作性,を考えて,今は、メモ用としては携帯性と操作性を考えてEXILIMEX-S500を「写真」用としては800IS使っています。
"",操作性,はないと,操作性は、ズームが純正と逆なので表現力は、高倍率ズームだから仕方がないと分かっていても思ったよりも悪いです。
"",操作性,はありません,携帯性、操作性は基本的に問題はありません。
"",操作性,にありません,AFに馴れていないのか上手く合焦できず困るケースもありますが、基本的な操作性に不満はありません.
"",操作性,が悪い,何より，肝腎のソフトスイッチの操作性が致命的に悪い。
"",操作性,もいいです,発色が良く、ホワイトバランスも優秀で、操作性もいいです。
"",操作性,は使いやすいです,操作性は縦型にまとまっていて私は使いやすいです。
"",操作性,は良かったです,今思えば、TRV20の操作性は非常に良かったです。
"",操作性,が高く,操作性が高く、G5と比較すると直感的に、素早く操作でき、レスポンスも良好です。
"",操作性,を考えれば,少し大きめかな?とも思いますが、レトロな高級感と操作性を考えれば丁度かも知れません。
"",操作性,もありません,もちろん機能性、操作性も申し分ありません、写真を撮ってるなという事を実感できますね。
"",操作性,も良く,操作性も良く、高感度撮影性能も以前使用していたカメラよりも圧倒的に向上していて満足です。
"",操作性,もよく,素人ですので、これ以上良い画像と言うのが想像できません、___操作性もよく、大変満足しています。
"",操作性,は便利です,操作性は、わたしはあまり凝ったことはしないので(できないので)ボタンが少なめで、よく使う、マクロ、フラッシュやめ、削除などすぐに使えるので便利です。
"",操作性,も良いです,操作性も、良く映りも修正なしで使えるくらい良いです。
"",操作性,はあります,操作性は、静止画と動画をボタンを切り替えるだけで済むなど、便利な点も多くあります。
"",操作性,が悪い,本体が小さく携帯するには申し分ありませんが、小さすぎて男性には操作性が悪い。
"",操作性,には満足しています,本体の操作性には満足しています。
"",操作性,がイマイチ,デザインと操作性がイマイチ。
"",操作性,がいいので,EOSの操作は慣れていますが、D3の電源スイッチや画像プレビューなどの操作性があまりにもいいのでどうしても操作性は見劣りしてしまいます。
"",操作性,も思います,操作性もプロ仕様だと思います。
"",操作性,もよいです,TVにつないでビデオを再生するときもとても簡単で操作性もよいです。
"",操作性,を考えると,全体的にはこの価格でこれだけの機能が付いていて操作性を考えるととてもよいカメラだと思います。
"",操作性,はいいと,"細かく撮影設定ができるのはいいんだけど、""撮影モードダイヤル""がけっこう固くて回しづらいので、その点の操作性はあまりいいと思えなかった。"
"",操作性,も良く,以前使っていたソニー製が古かったせいも有りますが、画質も操作性も良く、大満足です。
"",操作性,は悪いです,操作性は、とても悪いです。
"",操作性,はしました,最近のISは流し撮りも自動判別してくれるようなので、操作性は4にしました。
"",操作性,が高い,リングUSMなので、フルタイムMFで撮れる点では非常に操作性が高い。
"",操作性,も良いと,デザインも気に入ったしメニューの操作性も良いと思います。
"",操作性,は良好です,フォーカスリングが軽くて止めにくいように感じましたが、MFの必要性をほとんど感じないので操作性は良好です。
"",操作性,は良いのですが,操作性は、滑らかなフォーカスリングは良いのですが、やはり通電していないと前玉が動かない点はやや携帯時・収納の際不便です。
"",操作性,があれば,メーカーへこれだけの画質と操作性があれば、後はIS付きの高倍率ズームがあれば螳檎挑だと思うんですけど・・・
"",操作性,も良いです,以前使っていた銀塩一眼と比べると、操作性も格段に良いです。
"",操作性,は思います,操作性は特に悪いとは思いません、初めて触れた人でも分かり易いと思います。
"",操作性,も比べると,画質も自然で、操作性も昔の物に比べると格段に進化してます。
"",操作性,は良いです,操作性は抜群に良いです。
"",操作性,も思います,600枚ほど撮りましたが、操作性もすぐになれた様に思います。
"",操作性,はありません,操作性はここ最近、CANONばかりなので違和感はありません。
"",操作性,は良いですが,操作性は良いですが、ISOボタンの存在はいかがなものかと。
"",操作性,で決めました,IXY10と迷いましたが、液晶の大きさと独立再生ボタンの操作性でこちらに決めました。
"",操作性,が良いです,一番良く使う撮影→再生→撮影の操作性が良いです。
"",操作性,にある,ISOブースターの時に操作性に難があるぐらいで全体的にかなり易しいオペレーションです。
"",操作性,があり,ただし操作性が若干問題あり。
"",操作性,も良いです,AF速いしレンズバランスも良く意外に軽く感じるし操作性も良いです。
"",操作性,もいいと,操作性もいいと思います。
"",操作性,は良いと,操作性は結構良いと思います。
"",操作性,は悪くない,・慣れると意外と操作性は悪くない
"",操作性,も比べると,操作性も前モデルF11と比べると格段によくなっています。
"",操作性,もいい,画質は前のカメラより断然よく操作性もいい感じです!
"",操作性,もいいです,操作性もいいです。
"",操作性,もなる,撮影モードは人物、オートマニュアル、動画の4つで少ないですが、オートにして撮影すれば、室内での手ブレは比較的少なく、操作性も特に気になる点もなく、ブレの少ない、普通の写真が撮れます。
"",操作性,もいい,でも個人的にはL判さえよく印刷できればいいし操作性もいい、デザインも好きだし大きさは気にしないのでこれで十分でした。
"",操作性,は感じました,操作性は、撮影シーンごとに簡単な説明(撮影ガイド)が表示されて、意外と初心者に優しいと感じました。
"",操作性,も良い,まだ___あまり使っていないが___色合いも操作性も良いただ___顔きれいナビの検出率は今一です。
"",操作性,にあり,操作性に難あり。
"",操作性,ではありますが,満足感と操作性ではF710に分がありますが、レンズが良いのが影響しているのか写りはF700の方が上回ります。
"",操作性,はよいです,操作性は(Z3を使っていたこともあるし)よいです。
"",操作性,が良く,そのほかのデザインや操作性が良く軽くて携帯性に優れて伊いるだけに電池消耗が激しいのは命取りです。
"",操作性,にはあります,ただ操作性にはやや難があります。
"",操作性,も良いです,カメラの仕様上、携帯性が悪いのは仕方ありませんが、ホールド感はとても良くズームレンズの操作性も良いです。
"",操作性,はものだと,操作性は、手動ズームは使いやすく優れものだと思います。
"",操作性,は思いますが,操作性はメニューが異なるため慣れが必要かと思いますが、ニコンの方が使いやすいかなと感じています。
"",操作性,も良い,ファンクションの操作性も良い。
"",操作性,はないと,画質、操作性はコンパクトカメラにしては申し分ないと思います。
"",機能,を持っている,このクラスのコンデジとしては非常に豊富な機能を持っている。
"",機能,は最高です,動いているものに半押するとカメラが自動に追って撮れる機能は最高です。
"",機能,はありますが,ファイルを指定フォルダに移動する機能はありますが、移動先フォルダを覚えてくれません。
"",機能,がありません,他のZシリーズには①②の機能がありません。
"",機能,が好きなので,実は購入後数日でオークションに出し、結構評判のよいワンランク下のEX-Z1050を22000円で購入しましたが、(CASIOデジカメの機能が好きなので、同じメーカーにしました)1050のほうが明らかに綺麗です。
"",機能,もあるし,メニューに関しては最近のデジカメらしく使わないだろうな〜と思うような機能も多々あるしBSにしても使わないであろうモードも存在している。
"",機能,は大きく,あと、夕景モード、の夕焼けの赤色を強調する機能は、なかなか使えますよw液晶画面も大きく、写真再生のときもしっかり確認できます。
"",機能,もあって,液晶画面もきれいだし、その他の手ぶれ補正、顔キメ等の機能も実用性があってよかったです。
"",機能,は重宝しています,動画に切り替える時は面倒なのですが、顔検出や手振れ機能は重宝しています。
"",機能,と思います,感度も変えられるのでコンパクトデジカメらしい機能と思います。
"",機能,があれば,しかし___この値段で、これだけの機能があれば私の場合十分だと思います。
"",機能,はありませんが,「手振れ補正」がない、「クリエイティブスタイル」のように絵作りを変更するといった、カメラを手軽に使いこなすための今日では必需品とでも言うべき機能はありませんが、いち早くレンズ一体型カメラにAPS-Cサイズの撮像素子を載せた英断は特筆すべきことでした。
"",機能,があるので,DSC-W80はマニュアル設定が色々あり、こだわり撮影?と言うか遊べる機能があるのでこちらも購入したわけです。
"",機能,を考えれば,メモリースティックPROデュオも価格が下がり購入しやすく本体価格もいろいろな機能を考えればかなりお買い得だと思います。
"",機能,もあり,辛口な評価になりましたが面白い機能も多々あり、永く楽しめるデジカメであることは間違い無さそうです。
"",機能,はありましたが,これまでのカメラでも同様の機能はありましたが、使い勝手の良さにおいてFX7は群を抜いてます。
"",機能,を考えれば,でも液晶の大きさとこの機能を考えれば買ってよかったと思ってます。
"",機能,を考えれば,携帯性もこのカメラの機能を考えれば、十分コンパクトだと思う。
"",機能,はありませんが,本体の機能は特筆すべく点はありませんが、PCとの連携ソフトは使い勝手も良く、誰でも簡単にDVD-Videoが作成出来ます。
"",機能,がないのが,でも、動画を「フォト」ボタンを使って、メモリースティックDUOに、静止画として落とす機能がないのが、私の仕事上としては致命的。
"",機能,が無い,繰り返しますが、その機能が無い以外は満足です。
"",機能,を使って,まだ購入してからそんなには使いこんでないけど、三脚を使った撮影(前に持ってたのが壊れたまま)したり、もっと機能を使って頼みたい1台だなって実感しています。
"",機能,があって,撮影後のカメラ内での画像処理など面白い機能があって、使うほどに愛着がわきそうです。
"",機能,があり,しかし高感度モード、マニュアルモード等色んな場面で対応出来る機能があり(長時間露出は出来ませんが)後で画像の加工機能等楽しめる機能があったりと触って行く程に愛着も沸いて来ました。
"",機能,を考えると,値段と機能を考えると、とても良い機種だと思います。
"",機能,はありませんが,突出した機能はありませんが、使いやすい作りになっています。
"",機能,で迷いましたが,デザインと価格と機能でNikonCoolpixS8と迷いましたが、結局T1のバッテリーやMemoryStickDuoがそのまま使えるのが決め手となり、T10に決めました。
"",機能,が少ない,6、再生時リモコンで操作できる機能が少ない
"",機能,が欲しい,1．大量の写真や動画を撮影した際に、1画面で9枚程度の縮小画像を___まとめて見る機能が欲しい。
"",機能,が欲しい,元々夜景モードなどありますが___自分で設定した『露出』や『補正あり・なし』などを数パターン保存しておき___ショートカットで呼び出せるような機能が欲しい。
"",機能,は文句なし,バッテリーは最近の大容量の物使えば十分持つ機能はフルスペックAEで玄人好みかな動画もいいしデザイン以外は文句なし
"",機能,が無い,機能性というほどの機能が無い機種ですが、動画撮影時の光学ズームはこの機種のアイデンティティーみたいなものです(ズームの騒音が録音されてしまいますが)。
"",機能,はありませんが,それほど多彩な機能はありませんが、シンプルで十分楽しめます。
"",機能,はないです,それから撮影時の画像効果はの機能はあまりないです。
"",機能,があれば,欲を言えばもっと色々欲しいところですが、これだけ小さなカメラで、これだけの機能があれば、私は文句ありません。
"",機能,は満足です,電源がONになるなは早いし、かっこいいし、画質、機能は満足です。
"",機能,がある,最近のビデオカメラでは4画素混合とかの機能があるものがあるようで、暗いところにも対応できるそうですが、もちろんそんな機能はありませんので、ノイズのレベルとしては同じスタンダードに関しては少ないぐらいです。
"",機能,がない,2年ほど前に購入したのですが、手振れ機能がないため、ブレがひどく、蛍光灯等のライトがあるときは必ず三脚等を利用しないと使い物になりません。
"",機能,は悪くない,デザイン的には古いイメージだが機能は悪くない。
"",機能,を考えれば,価格と機能を考えれば全体的には満足です。
"",機能,は十分です,メモリーカードからの読み込み、表示、削除と基本的な機能は十分です。
"",機能,には満足しています,近接能力で若干の不満がある点を除けば(こういうときは35mmマクロで対応)、機能には満足しています。
"",機能,も良い,発売日に見に行って___その場で買ったズームには驚いた___相当いい___機能も問題無しホールド感がとくに良い___周りに笑われたけど___ファインダーが無い事が家に持ち帰ってから知った___このままの中にファインダーもあったらもっと最高ブルーを選んだが色は'モひとつ'若干品がないメタリック紺レンズカバーがどのカラーでも黒だけで特にブルーには合わないメーカーさん色は大事です頑張ってでも気にいってるカメラメーカーは危機だね
"",機能,が良い,写真は90パーセント腕と根性だと思っていますが、機能が良いことに越したことはありません。
"",機能,もあります,赤ちゃんの誕生日や、旅行の日付などの管理もできるなど、気の利いた機能もあります。
"",機能,を使用しています,出先から見れるのも良いのですが個人的には何か動きがあった場合のみ携帯にメールで連絡する機能を使用しています。
"",機能,がないと,素人ではこの機能がないと失敗する人が多いと思います。
"",機能,は劣りますが,使いやすくとても満足していますD-300より機能は少し劣りますが十分に良い製品だと思います.
"",機能,は満足しています,画質や機能は満足しています。
"",機能,を考えれば,専用のカメラケースもFX8のものよりは大きくてちょっと不便ですが、あくまでもFX8との比較なので、小さいに越したことはないのですが、TZ3の機能を考えれば十分に許容範囲であると思います。
"",機能,はありません,操作性や機能はちゃんと考えられていて特に言う事はありません。
"",機能,は無いので,2.シャッター優先や、明るさ優先等の機能は無いので、芸術的な写真を撮るので有れば、いわゆる一眼レフが必要である。
"",機能,がありますが,ハイアングル撮影用に視野角を切り変える機能がありますが、面倒なのでほとんど使用しません。
"",機能,がいい,FZ-50の価格を見たら、私がFZ-30を購入したときより、全体的に非常に値が下がっているようなので、これは価格と、機能が、非常にバランスのいい、お買い得なカメラになったなあと、感心しました。
"",機能,があり,全体にはEXズームなど魅力的な機能があり、マニュアル操作に関してもいろいろなアシストで、初心者の自分にもそれなりの撮影が楽しめ私は満足しています。
"",機能,があり,表示は液晶で多彩な機能がありオートではF2開放付近まで非常に細かい絞り設定ができ、調光補正も実際にその効果がきちんとわかるほどきっちりと調光しています。
"",機能,があると,本当はPSー28位のモデルでこの機能があるとうれしかったのだが。
"",機能,が多い,1)コンパクト・デジカメとしては搭載している機能が多い。
"",機能,はすばらしい,この価格で、この画質、この機能はダントツすばらしい。
"",機能,があるので,でも、機能がたくさんあるので仕方ないと思う。
"",機能,を考えれば,携帯性も機能を考えれば満足できるレベルです。
"",機能,は満足,・基本的な機能は満足。
"",機能,を使えば,テレマクロや露出補正などの機能を使えば、気軽に良い写真が撮れます。
"",機能,に比べ,機能に比べ、驚きの安さに飛びついちゃいました!
"",機能,と思います,iAはとても便利な機能と思います。
"",機能,があったので,リコーのカメラから変える時唯一これだけが引っ掛かってたのですが、この機能があったので踏ん切りがつきました。
"",機能,は良いと,子供のベストショットを動画のコマ送りで静止画キャプチャー出来るのでこの機能はかなり良いと思います。
"",機能,はないので,さまざまな機能を持っているかと言えば、あまり特徴的な機能はないので、普通と言う評価をしました。
"",機能,が悪い,形は良いが、機能が悪い特に電力消費がひどい。
"",機能,を求める,そういった点がカバーされて、「キャンドル」などの、その場面の光景がとり表現できるような設定が生かされてくると思うので、このレベルのカメラで、そこまで補う機能を求めることは困難ではないかと感じました。
"",機能,で満足しています,ファインダーの見え方は多少劣りますが、その分ダストリダクションやライブビューなど個性的な機能で満足しています。
"",機能,にはありません,そのほかの機能には特に不満はありません。
"",機能,のある,追加要望として、樽型収差を直す機能のあるSP-700のようにファームアップでこの機能をSP-350にも付けてくれないかな〜と贅沢を言ってみたりします。
"",機能,があります,機能性は必要十分といった所ですが、いくつか追加希望の機能があります。
"",機能,もあります,・カスタム設定も可能で、起動から自分の好きな設定保持が出来る機能もあります。
"",機能,があるので,DSC-W80はマニュアル設定が色々あり、こだわり撮影?と言うか遊べる機能があるのでこちらも購入したわけです。
"",機能,をして,770SWより解決していますが、手ぶれ機能をONにして電源を切っても再度電源を入れ直すと手ぶれ機能が切れているのはちょっと面倒です、
"",機能,は使いやすいです,露出の違いが比べられる機能はかなり使いやすいです。
"",機能,があり,またモードの切り替えや設定も慣れるまでは面倒な部分もある他、モードによっては組合せられない機能があり、少し不満を感じます。
"",機能,を考えると,E410ほど軽量コンパクトではありませんが、機能を考えると十分だと思います。
"",機能,は劣りますが,最近のコンデジに比べ、さすがに携帯性や手ぶれ補正等の機能は劣りますが、それでも私は買い替えを全く考えておりません。
"",機能,を使った,手ぶれ機能に若干の心残りがありましたが、いままでムービーも含めその機能を使った事が無いので不満はなし。
"",機能,には満足しています,近接能力で若干の不満がある点を除けば(こういうときは35mmマクロで対応)、機能には満足しています。
"",機能,となりました,ISOをコマ毎に設定できるデジタルでは、相当暗いところでの手持ち撮影が可能となり、なるべく手持ち撮影派のワタクシには、無くてはならない機能となりました。
"",機能,はありません,機能的にもこのクラスでバウンスが出来るのは有り難いですが、まあそれしか取り立てて機能はありません。
"",機能,があります,簡単に書くとオートでも良い写真が取れますし、自分なりの設定でこってみても遊べるだけの機能があります。
"",機能,はありませんが,特別な機能はありませんが、ピントがシビアなので扱い易いとは言い切れない面もあります。
"",機能,が無い,・無駄な機能が無いため使いやすい。
"",機能,になると,シャッタ−スピード優先とか絞り優先があったら、他を抜く価格と機能になると思うんですが。
"",機能,が少ない,機能が少ない点は物足りなさも感じますが、シーンモードが15種類と多いためオートしか使わない人にとっては、充分に使えるデジカメだと思います。
"",機能,があれば,・ライブビュー撮影時にセルフタイマーのような、シャッターボタンを押してから数秒のディレイで撮影できるような機能があればうれしい。
"",機能,を使った,《機能性》すべての機能を使った訳ではありませんが、ピクチャーコントロールやアクティブDライティングは頻繁に使用します。
"",機能,はありますが,機能は必要とするものは一通りありますが、使わないと思われる機能もふんだんにあります。
"",機能,もあります,機能は必要とするものは一通りありますが、使わないと思われる機能もふんだんにあります。
"",機能,を考えれば,携帯性は機能を考えれば十分です。
"",機能,を含めて,○機能性は、個人的に使わない機能を含めて十分だと思います。
"",機能,は十分です,機能は十分です。
"",機能,があり,D200で使っていますが様々な機能があり非常に満足しています。
"",機能,を考えると,あまりカメラには詳しくないのですが値段と機能を考えると非常に満足できる買い物でした。
"",機能,は思います,基本的画質がよく、機能的にも必要な機能はほぼ備えていてバランスがいい機種だと思います。
"",機能,があれば,せっかく800万画素あるので、パナやリコーにあるようねデジタルズームでも画素を落として画質が劣化しない機能があればあとから写真をわざわざ加工しないでよくなるので便利だなと思います。
"",機能,で十分です,の2点以外は今の機能で十分です。
"",機能,はありません,それ以外の機能はまったくありません。
"",機能,が欲しい,セルフタイマー機能が判り易いが、A570の様に複数枚撮影する機能が欲しい。
"",機能,をして,光学式と違ってデータ画像を処理する方法が採用されていて、機能のON、OFFでシャッターを押した時に画像の手ぶれ補正をするか、画像を保存した後で手ぶれ補正するかを選択することができるので、機能をOFFにして補正前と補正後の違いを比べてみました。
"",機能,は便利です,電源OFF時であっても再生ボタンの長押しで再生が起動するし、そこからシャッターボタンを押すと撮影準備が整う機能は便利です
"",機能,があり,"裏ぶた右上のメインコマンドダイヤルはシャッター速度のセット(S-Mode:シャッター優先),グリップ上部のサブコマンドダイヤルは絞り値のセット(A-Mode:絞り優先)などの機能があり、操作のキモとなります(コマンドダイヤルはCSM-12初期値:0→1で入れ替える事も可能です)。"
"",機能,が必要な,ボディにインターバルタイマーが内蔵されているので、この機能が必要な人には余分な投資が要らなくて好都合でしょう。
"",機能,も感じます,フードの機能も、あまり果たしてないように感じます。
"",機能,は無いので,特別な機能は何も無いので取り扱いは簡単です。
"",機能,もよい,FZ5では「電子的」な機能も、D70では「機械式」なところがよい。
"",機能,がならない,機能が比較にならないくらい良くなっているのは良く理解していますが。。
"",機能,もない,MFレンズに対応する機能もD70系にはない楽しみで、FM3Aと共用してますが、満足してます。
"",機能,を考えれば,機能を考えれば信じられないくらい安いと思いますよ。
"",機能,をしている,性能を考えるとこの値段はD3の機能を必要としている人にとっては「破格」です。
"",機能,に感じました,たまには使ってみようかなってくらいの機能に感じました。
"",機能,もありません,携帯性は非常に良く、チャージ時間も速いですし、基本的な機能も申し分ありません。
"",機能,を使うと,この機能を使うとマニュアルレンズ交換をするとすぐにレンズ情報を選べますので便利いいです。
"",機能,があり,とってもリーゾナブルで、十分な機能があり、満足しています。
"",機能,はものだと,たとえば、次のような機能は撮影上重要なものだと思うのですが、他社のエントリー機では省略している機種もあります(KissX等)。
"",機能,は無く,余分な機能は一切無く、とても簡単です。
"",機能,が良い,性能と機能が良いカメラが欲しいが、重過ぎるのは敬遠したい人には最適と思います。
"",機能,があれば,露出機能として、ミノルタカメラのようなスポットメーターの機能があれば、もっと使い勝手が良いと思います。
"",機能,は最高です,USBケーブルを使わなくてもボタン一つで転送してくれる機能は最高です。
"",機能,は最高,カメラとしての機能は最高。
"",機能,で決めました,いろいろ悩みましたがデザイン、機能で決めました。
"",機能,も思います,画質、機能もこのサイズ、クラスでは上のクラスかと思います。
"",機能,がないので,ただ、今は普通になってしまった手ぶれ補正という機能がないので、室内で同じ感覚で使うとやはり良くぶれます。
"",機能,を持った,唯一無二の機能を持ったすばらしいカメラです。
"",機能,に満足しています,まだ買ったばかりで正しい評価ができていないかもしれませんが、この値段で、この機能にとても満足しています。
"",機能,にはあります,ただ画質とカメラ自体の機能には目を見張るものがあります。
"",機能,をしている,顔認識専用チップが無いのが原因でしょうが、この機能を目当てにしている人は要注意かも。
"",機能,で撮る,なんといっても1㎝マクロが嬉しい機能で、今までなら撮り逃がして諦めていた絵を撮る事ができるようになりましたね。
"",機能,が欲しくて,マクロや斜め補正などの機能が欲しくて、R5の購入を検討していました。
"",機能,があるので,自分的にはG9はいろんな機能があるので趣味としてじっくり撮りたい時に使いますが重くて出番が少ないです。
"",機能,があっても,いくらいろいろな機能があっても最後に写真を撮るのはシャッターを押すこと。
"",機能,にあります,皆さんがあまり触れてないことで、私も購入後マニュアルを見てはじめて知った機能に「斜め補正」があります。
"",機能,がある,この機能があることを知らずに購入したので、かなり得した気分です(^o^)現在、F31fdを所有しています。
"",機能,を求める,これ以上の機能を求める場合は上位機種になるでしょうし、特出した快適さを求めれば、特化した他機種になると思います。
"",機能,となりました,手ぶれ補正はもう必須の機能となりました、よく効いてくれてるようです。
"",機能,があれば,露出補正等、その撮影にのみかかる設定が、撮影終了後に簡単にリセットできる機能があれば便利なのですけど、これがマニュアルにある『撮影設定初期化』という文言のことなのか、これも非常に不明瞭・・・撮影画質とか全てが出荷前状態になるのではと、恐ろしくて触れない。
"",機能,を考えると,機能を考えると驚きの小サイズです。
"",機能,があると,流行の顔認識機能がなかったり、ハイエンドのわりにストロボ調光補正ができなかったり、せっかくホットシューがあるのにTTL調光できる外付けストロボがなかったりと全部入りとは言いがたいですが、スナップ用ハイエンドコンデジとしては十分な機能があると思われます。
"",機能,がある,この機能があるとないではかなり撮影スタイルが変わります。
"",機能,があって,普通のコンデジに対してもいろいろな調整や設定が可能な機能があって遊ぶことが出来ます。
"",機能,があり,またADJボタンやMY1、MY2ダイヤルなど自分好みの撮影スタイルにジャンプしやすい機能があり非常に便利だと感じています。
"",機能,はわかりませんが,斜めから撮った画像が、真正面の画像に変換される機能はいつ使えるかわかりませんが凄いです。
"",機能,は素晴らしい,アジャストボタンによく使う項目を2つまで任意で登録できる機能は素晴らしい。
"",機能,を持った,これだけの機能を持った製品が、この値段というのも高評価です。
"",機能,が多い,機能が多いわりに各操作ボタン・ダイヤル類は使いやすいです。
"",機能,もなく,K100Dに比べて大きくなったが、グリップもホールドし易く、高級感があり、機能も文句なく最高です。
"",機能,を考えれば,K10Dが装備している機能を考えれば本当はもっと大きくて重くてもおかしくはないのではと思います。
"",機能,が多い,機能が多い事で使いこなせるかが不安でしたが取り越し苦労だったようです。
