result,評価項目,評価表現,評判情報
"",写り,の良い,このレンズはZDレンズの中ではローコストの部類ですが、予想以上に写りの良いレンズでした。
"",写り,がいいと,ハイグレードレンズは88mm魚眼を除いて全て所有していますが、一番写りがいいというか好みです。
"",写り,はよいと,このクラスのレンズはこれが初めてですが、写りは非常によいと感じました。
"",写り,にありません,オリンパスと富士の絵が好きなので写りに不満はありません。
"",写り,も良く,全く期待はしていなかったのですが、意外と写りも良く、素直な写真を撮る事ができます。
"",写り,はありません,写りは、特に問題はありません。
"",写り,は良い,写りは野外ではかなり良い。
"",写り,もありません,写りも文句ありません。
"",写り,が良く,しかし写りが想像以上に良く、そのうちデジタル一眼に行くと思っていたのに現在は買う気が起きなくなってしまいました。
"",写り,も良く,現在、デジタル一眼のE-300の方が写りも良く、安い。
"",写り,はあり,写りは奥行きがあり、すばらしいです。
"",写り,はいいです,総合的に肝心な写りはいいです、外観のチープさが・・・、コストパフォーマンス高いレンズで、この値段でこの写り、買いのレンズです。
"",写り,はいいですね,マクロレンズの写りは独特でいいですね。
"",写り,がいい,軽い、安い、写りがいい。
"",写り,が良い,今回小さく写りが良いデジカメとしてP5100を選びました
"",写り,は良いです,絞り開放で露出が明るいなど、クセは有りますが写りは良いです。
"",写り,にありません,またニッコールと併用しても写りに違和感ありません。
"",写り,もありません,価格も明るさも写りも、非の打ち所がありません。
"",写り,の良い,35mmF2Dや50mmF1.4Dといった安価だけど写りの良い明るい単焦点が選べるので、これから、カメラにハマる可能性のある方にはD80オススメです。
"",写り,が良い,・CCDサイズに不安があったが、写りが良い。
"",写り,は最高です,写りは272E同様、とろけるボケ、最高です。
"",写り,もよく,コンパクトで写りもよく、良いズームレンズです。
"",写り,が良く,ダブルズームキットについていたレンズでも写りが大変に良く、緑のオートマークのみでも素晴らしい写真が撮影できます。
"",写り,はいいです,キットレンズはプラスティックの外装でチープな感じが満開ですが、写りはいいです。
"",写り,は思います,写りは、色ノリも良く、また、ボケもいいほうだと思います。
"",写り,もいい,写りもいい、操作性、も文句ない。
"",写り,が良くて,室内での子供のスナップ用にと購入しましたが，コンパクトで明るくて写りが良くてお手頃価格で寄れる，ってことで室内撮りはもちろんのこと，D300の標準レンズと化しています。
"",写り,が良くて,小さくて軽量安価で写りが良くて接写も効く・・・
"",写り,は最高です,写りはやわらかくて色合いも最高です。
"",写り,もありません,実売価格を考えると写りもまったく不満はありません。
"",写り,の良い,それ故に超広角レンズの本領は発揮できていないものと推測しますが、広角特有の遠近感を活かした表現も出来ますし、なによりも繊細な表現が出来る写りの良いレンズです。
"",写り,は良いと,写りは、散々レポートされたごとく、非常に良いと思います。
"",写り,はよいと,結婚式で使用しましたが、写りはよいと思います。
"",写り,は良い,値段が安い割に写りはそこそこ良い。
"",写り,は良いと,コンデジの中では質感と設定項目の多さは他の物と一線を画すと思います高感度には弱いですが自然な写りは良いと思いますパナなどを使い慣れている人には色が薄く見えるかもしれませんが自然な色合いは見れば良さが分ると思います画質にこだわる人は一眼+レンズを使ってくださいオプションのワイコンはフレアが多く使う場面を限定されますが強い味方になると思いますこれ1台!
"",写り,が良いと,ペンタックス用はタムロン17-50mmF2.8が選択できず、しかもタムロンより実勢価格が1万円ほど高価ですが、改良された現行モデルはタムロンよりも写りが良いと一般に言われていることから、損したような気持ちにはなりませんでした。
"",写り,はあり,写りは立体感があり、プリントしたときのクオリティが違います。
"",写り,は良い,ただし、写りは非常に良い。
"",写り,は良いです,外観はチープですが写りはパキパキで背景のボケ具合も良いです。
"",写り,が悪い,暗い所のフラッシュ撮影はとても見れたものではないくらい写りが悪い。
"",写り,は素晴らしいです,写りはフィルム・デジタル共に素晴らしいです。
"",写り,は思います,CCDが小さいので白とびなど気をつける感じはありますが、インナーレンズにしては全ズーム域の写りはなかなかいい方だと思います。
"",写り,が悪い,写りが悪い訳ではないです。
"",写り,が良いと,(FA31Limは高すぎて触手伸びず)FA43Limの写りが特別良いと感じませんでしたが、こちらは私の好みのシャープな写りで買って正解でした。
"",写り,はいいです,最高のボケ味、色のリ、文句なし携帯性___純正と比べ(ニコン)軽い、小さい機能性___AF、MFワンタッチ切り替え便利、AFスピードは期待しない方が・・・総合的に___肝心な写りはいいです、外観のチープさが・・・、コストパフォーマンス高いレンズで、この値段でこの写り、買いのレンズです。
"",写り,はいいですね,マクロレンズの写りは独特でいいですね。
"",写り,がいい,軽い、安い、写りがいい。
"",写り,は最高です,しかし、手振れとピントがうまくいったときの写りは最高です。
"",写り,にある,今お使いのズームレンズの写りに不満がある方、まず一度このレンズをお試し下さい。
"",写り,は最高,外観は驚異的にチープ、でも写りは最高。
"",写り,はいいです,写りはいいです。
"",写り,もありません,写りも悪くありません。
"",写り,はないです,写りは文句ないです。
"",写り,は良いと,写りは良いと思います。
"",写り,がいいです,安価なFA普及ズームをいろいろ物色しましたが、このFA28-70mmF4ALが一番写りがいいです。
"",写り,はありません,DA18-55mmやDA55-200mmとも比較しましたが、f8まで絞ると写りは遜色ありません。
"",写り,もいい,写りもいい部類ですし、買って損のないレンズです。
"",写り,の良い,室内でのフラッシュの弱さ(単にGNが低いと言うだけではない)と発色の悪さを除けば写りの良いデジカメです。
"",写り,の良い,値段からすれば当然といえば当然ですが先ずはとにかく非常に写りの良いレンズです。
"",写り,はありません,写りは逆光でのゴースト以外、非の打ち所がありません。
"",写り,がいい,値段の割に明るく写りがいいレンズと言えます。
"",写り,は最高です,この値段でこの写りは最高です。
"",写り,もありません,写りもシャープで周辺の流れもほとんどありません。
"",写り,はいいです,写りは、Lレンズらしくとてもいいです。
"",写り,は良く,しかし写りは良く、他も悪いところがあまりないので最初に書いたように評価とかが非常にむつかしい総合的には良いレンズです。
"",写り,は思います,写りはEF24-70mmf2.8Lには及ばないものの、必要十分だと思います。
"",写り,はありません,写りは文句ありません。
"",写り,はないです,写りは申し分ないです。
"",写り,も良く,書かれている方もいらっしゃいましたが、17−19mmあたりは同社で評判の高い28−75(A09)には及ばない感じがしますが、全般に写りも良く、価格も比較的安価なので、A09のデジタル専用版といえるかもしれません。
"",写り,はいいですね,マクロレンズの写りは独特でいいですね。
"",写り,がいい,軽い、安い、写りがいい。
"",写り,はいいです,総合的に___肝心な写りはいいです、外観のチープさが・・・、コストパフォーマンス高いレンズで、この値段でこの写り、買いのレンズです。
"",写り,もいい,もちろん写りもいい感じです。
"",写り,はありません,写りは申し分ありません。
"",写り,が良いので,この値段でこの明るさで写りがそれなりに良いので買ってよかったと思います。
"",写り,は良いです,使いかってや写りは良いです。
"",写り,に満足しています,画質のほうはコンデジとしては最高クラスで、デジ一と遜色のない写りに満足しています。
"",写り,は良く,写りはコントラスト解像力ともに良く、同じシグマ18-200と比べると抜群にクリアでシャープです。
"",写り,はいいと,古いレンズですが、写りはいいと思います。
"",写り,はありますが,写りは、Lレンズなどの高級レンズを持っていないので何とも言えない部分もありますが、昨年12月にデジ一デビューした者としては十分だと感じています。
"",写り,にある,今お使いのズームレンズの写りに不満がある方、まず一度このレンズをお試し下さい。
"",写り,は最高,外観は驚異的にチープ、でも写りは最高。
"",写り,はいいです,写りはいいです。
"",写り,もありません,写りも悪くありません。
"",写り,はないです,写りは文句ないです。
"",写り,はいいですね,表現力チープなアイテムですが，写りはいいですね．
"",写り,は良いと,写りは良いと思います。
"",写り,がいい,写りがきれいでいいデジカメと言えます。
"",写り,は良いと,静止画とビデオの写りは非常に良いと思います。
"",写り,が良いです,とにかく、すごく写りが良いです。
"",写り,も良く,写りも良く、「レンズを付けて操作している」という感覚が強く感じられて、満足度はかなり高いです。
"",写り,も良い,これ1本で日常の気軽な撮影がこなせますし、とにかく持ち運びがラクで写りも良い、これに尽きます。
"",写り,も良く,お気軽レンズとして購入しましたが、思っていた以上に写りも良く、特に明るさを求めなければ、満足度の高いレンズだと思いました。
"",写り,はします,写りはキャノンの万人向けの味付け、という感じがします。
"",写り,はありません,良くなり戻ってきましたが、ここの掲示板で評判のようなカリッとした写りはありません。
"",写り,もありません,AFも早くフルタイムマニュアルフォーカスも使い出があり、写りも申し分ありません。
"",写り,は満足です,写りはとても満足です。
"",写り,も良いと,これだけ安いのに入門標準レンズとしては写りも良いと思います。
"",写り,も満足しています,単3が使用出来て、やすくて、写りもそこそこで満足しています。
"",写り,も良いと,このレンズとても便利で写りも良いと思いますが、屋内はやはりきついです。
"",写り,が良い,というわけで、ISはありませんがIS付よりも写りが良いこちらを再購入することになりました。
"",写り,はします,上記のレンズと比べると私の目には、写りはスカッと澄んでいて、色は濃く綺麗に出る感じがします。
"",写り,は良いので,ただ、写りはもともと良いのでマクロ撮影に拘らず使ってみると割と楽しく使え、扱いにも慣れてきました(使い勝手は70-200mmF2.8などに比べて劣りますが)。
"",写り,に満足しています,価格COM掲示板に参加されている方々の書き込みを参考にして購入しましたが単焦点ならではの写りに満足しています。
"",写り,が良く,"値段もL単焦点なのに""こんなに写りが良く、こんなに安くて良いの?""が第一印象でした。"
"",写り,もありません,写りも悪くありません。
"",写り,も良く,総合的には、写りも良く、満足できるが、細かな操作性や仕上げなど、次期モデルでは改善してほしい。
"",写り,は感じます,写りはISO400以下ならF30と同等に、発色は同等以上に感じます。
"",写り,の良い,よくあるシチュエーション(屋内パーティー会場)でも気軽に写りの良い写真が得られます。
"",写り,の良い,ペンタックスA20と併用してますが、甲乙つけがたいほどに写りの良い写真が撮れて購入したことに満足してます。
"",写り,は思います,初のデジタル一眼ですので他との比較ができないですが、写りは実用充分なレベルと思います。
"",写り,もあります,7インチのCCDでコンパクトカメラとしては、やや余裕があるためか写りも安定感があります。
"",写り,は感じです,写真の写りは、フジのユーザーならばご存知の、ソフトなタッチで、やや白みがかった、明るい感じです。
"",写り,が良く,愛犬のブログの写真を撮ってますが、夜の室内でもなかなか写りが良く、見たままの魅力が伝わる写真が撮れます。
"",写り,はあります,標準レンズを使用していますが、単焦点フジノンの写りは石ころ一つ一つまでクッキリとベルビアに写してくれるほど素晴らしいモノがあります。
"",デザイン,は良いと,デザインは良いと思います。
"",デザイン,がいいと,デザインがよくとてもいいと思います。
"",デザイン,は思います,デザインはキャノン、ニコンに比べて女性向きの良いデザインだと思います。
"",デザイン,は良いと,デザインはとても良いと思いますし、コンパクトなので持ち運びもしやすいです。
"",デザイン,は良いと,デザインはT7、T9より良いと思います。
"",デザイン,も思います,デザインも、ある種冒険のない保守的な感じが、一眼を持って長いファンの人には好評だと思います。
"",デザイン,はありますが,デザインは賛否ありますが、他モデルを含めて一眼レフカメラがカッコイイと思った事がないのでなんとも言えないですが、特別悪いとも思えませんし、至って普通かと。
"",デザイン,が良いです,デザインが良いです。
"",デザイン,は良いと,見た目のデザインは非常に良いと思います。
"",デザイン,は思います,デザインは、T100と比べると高級感は少し損なわれるものの、これから大事に使っていくのには十分なルックスだと思います。
"",デザイン,はいいと,デザインは、個人的な好みでHC3の物よりいいと思います。
"",デザイン,が良いので,他の機種に比べてデザインが良いので気に入っています。
"",デザイン,も良く,縦型のデザインも良く、操作も簡単、バッテリーも買った当時から劣化してませんし、さすがは、ビデオを作り慣れているSONYだと感心します。
"",デザイン,はいいと,デザインはいいと思う。
"",デザイン,は良いと,デザインは良いと思います。
"",デザイン,は感じます,デザインは、やや先進性に欠ける無骨なデザインで、電源スイッチなどがスライド式のカチッとタイプで、なんか安さを感じます。
"",デザイン,もいいです,質感も高く、デザインもいいです。
"",デザイン,がいい,使い始めたばかりですが、やっぱりデザインがいいこと、それに性能が伴っている点で満点評価です。
"",デザイン,も含めて,・個人的にシルバーよりカラフルな色が好みなので、レッドがあるのはデザインも含めて
"",デザイン,はよいと,デザインは非常によいと思う。
"",デザイン,もよく,デザインもよく、つくりもしっかりしています。
"",デザイン,が良い,・外観のデザインが良い
"",デザイン,は思いますが,デザインは好みによると思いますが、僕は気に入ってます。
"",デザイン,は感じです,デザインは良い意味でデジカメっぽくなくお洒落な感じです。
"",デザイン,もいい,デザインもコンパクトでいい。
"",デザイン,の良い,携帯性に優れデザインの良い物が大好きなので、このHD2の色とデザインは見ているだけで嬉しくなります。
"",デザイン,は良い,デザインは非常に良い。
"",デザイン,もいい,デザインもいい。
"",デザイン,は思います,デザインはよくまとまってていいと思います
"",デザイン,はないので,デザインはこの手のものにそこまでオシャレ感を求める気がないので、こんなもんかな、と。
"",デザイン,は思います,デザインは見た目だけでなく、使いやすさがあって初めて評価の対象になると思います。
"",デザイン,はいいです,デザインは最高にいいです。
"",デザイン,はします,デザインは良くも悪くもカメラという感じがします。
"",デザイン,も良く,FX33は、小さく軽くデザインも良く、なおかつ素人の妻が必要な機能がそろっています。
"",デザイン,は思います,デザインは女性向けだと思います。
"",デザイン,も含めて,デザインも含めて満足です。
"",デザイン,は思います,本体のコンパクトさを損なわない、角がやや丸みを帯びたデザインは、まさに携帯用デジカメとしてピッタリだと思います。
"",デザイン,はよいと,普通総合的に手にしても良く、気軽に使える1台ですビエラですぐ見れるし別途4GBのSDカードが欲しくなりますデザインはサンヨーの様にレンズが上向きがよいと思います。
"",デザイン,もいいです,電池の持ちがいいし、コンパクトでデザインもいいです。
"",デザイン,はありますが,(2007/10時点)実際一月ほど使用した評価・感想としては、デザインは主観もありますが、上記レンズの飛び出しが少ない件で5点。
"",デザイン,も良い,デザインも、小型化している割に手に馴染むのが良い。
"",デザイン,も良く,また、デザインも良く、軽量かつコンパクトな点も非常に気に入っています。
"",デザイン,は感じです,デザインは「男性向け」的な感じです。
"",デザイン,も良いです,大きめのCCDを載せてる割にコンパクトですしデザインも良いです。
"",デザイン,も良いと,ミニ一眼ライクなデザインも良いと思います。
"",デザイン,が良く,デザインが良く、液晶やボタンが大きくて見やすいです。
"",デザイン,が良いので,しかしそれが気にならないくらいデザインが良いので、お洒落なカメラを探している方にはいいと思いました!
"",デザイン,は思いますが,デザインは、写真で見ると「これは無いだろ」と思いますが実際に見ると、良いです。
"",デザイン,は最高です,デザインは最高です。
"",デザイン,はあり,デザインは塊感があり、プラスチック素材らしさがあまり感じられず、所有する満足感が得られます。
"",デザイン,が良い,SDカードと価格の安さでペンタックスと迷い、1万円ほど高くてもデザインが良いこちらに決めました。
"",デザイン,が良く,防水コンデジとしては薄くフラットなボディでデザインが良く、ステンレスの光沢ある質感も、物欲を駆り立てます。
"",デザイン,が良い,3．防水の割りにデザインが良い
"",デザイン,も良いと,質感も防水の割には高く、デザインも良いと思います。
"",デザイン,はいいと,次期モデルには内臓ストロボが外付けストロボとの同時使用を考慮願いたい(E-300の様に)ボディのデザインはいいと思います___が…レンズのデザインがどうも気に入らないですね。
"",デザイン,はあります,デザインはE-410の凝縮感と較べて少し間延びしている印象があります。
"",デザイン,は最高です,ホールド感、デザインは最高です。
"",デザイン,は良いですね,デザインは良いですね。
"",デザイン,は良いと,個人的はSONYの方が好きですがS51のデザインは良いと思います。
"",デザイン,は感じです,デザインはいつも通りって感じです。
"",デザイン,はします,デザインは、D200より、若干、質感が落ちた気がします。
"",デザイン,は良いです,デザインは、Nikonシリーズに、あっているようで、D200(S5pro)に装着したバランスは、とても良いです。
"",デザイン,はあり,デザインパッと見、カメラらしからぬデザインはGR−Dとのギャップもありこれはこれで結構好みです。
"",デザイン,といい,あまり宣伝されてないせいか、雑誌やWebでも取り上げられることの少ない機種ですが、所有欲をくすぐるデザインといい、気楽に街中でサッと取り出して撮影できる所が非常に気に入ってます。
"",デザイン,がありません,まあ、これは好き嫌いなので、使い勝手も含めて、ニコンのデザインが好きな私には___文句ありません。
"",デザイン,も良く,デザインも良く、重さもバランスが取れているので、苦になりません。
"",デザイン,は思います,デザインは見た目は良くないですが手に取って見ると非常に持ちやすく考えられたデザインだと思います。
"",デザイン,はありませんが,デザインは、派手さはありませんが、カメラらしくて気に入っています。
"",デザイン,が良い,これまでキャノンを使うことが非常に多かったため、G7と比較したのですが、小さく、軽く、持ちやすく、デザインが良いことに加え、価格が安いことが決め手になりました。
"",デザイン,はいいと,レンズの質感は価格なりですが、デザインはいいと思います。
"",デザイン,もありません,その他の部分のデザインも個人的には文句ありません。
"",デザイン,は良いと,本体のデザインは非常に良いと思います。
"",デザイン,はよいと,デザインは特によいと思うところも悪いと思うところもなく普通。
"",デザイン,はよいです,デザインはおしゃれ度で言えば低い方かもしれませんが、レンズを引っ込めた後のフラット感やレンズカバーが自動でしまるところは、ケースに入れずに気軽にポケットにしまえるお手軽さで、そういう意味でのデザインはとてもよいです。
"",デザイン,はあり,K10Dのデザインは程よい威圧感もあり、ホールドもしやすくてとても良いと思います。
"",デザイン,も良いと,外観はそんなにチープ感もなく、デザインも良いと思います。
"",デザイン,は思いますが,デザインは好き嫌いがあるとは思いますが、ダークブラウンのグリップ、ロゴのゴールドも、非常に上品な仕上げで、気に入っています。
"",デザイン,はいいと,デザインは正直T10やT20の方がいいと思いましたが、背面の親指を置けるエクボはマル。
"",デザイン,は良いと,デザインは格好良いと思います。
"",デザイン,が良いです,上記色々書きましたが、とにかくレンズのデザインが良いです。
"",デザイン,は感じます,デザインは、エントリー向けとしては無骨で、質感もプラスチックの安っぽさを感じます。
"",デザイン,は良いと,ボディの材質がプラスチックなので、多少チープな感じだが、デザインは個人的に良いと思う。
"",デザイン,は感じます,デザインは昔のEOS850のようで可愛らしささえ感じます。
"",デザイン,は良い,デザインは良い。
"",デザイン,は感じです,流体美なデザインは普段持ちでも格好いいですね夜景や紅葉、マクロなど一通り問題なし操作性も直感的操作ができる感じです。
"",デザイン,は感じます,デザインはIXYのスマートな流線型フォルムで、スマートに感じます。
"",デザイン,が良い,3.デザインが良い。
"",デザイン,はありますが,ただGUIのデザインは分かりにくい表現がありますが慣れの問題かなと思います。
"",デザイン,も満足しています,画質もさることながら、機能やデザインも大変満足しています。
"",デザイン,は良いですね,デザインは良いですね。
"",デザイン,はあり,デザインはレトロ調でホールド感があり、操作もしやすいですね。
"",デザイン,が良く,デザインが良く、持つことに喜びを感じられる。
"",デザイン,はいいです,デザインは、マグネシウム合金製ボディーで、適度な重量感もあり、手をかける所には布(?)貼りで覆われており質感はいいです。
"",デザイン,もあって,デザインも高級感があって好きです。
"",デザイン,は感じです,オーソドックスで飽きの来ないデザインは、まさに、これぞ「ビデオカメラ」といった感じです。
"",デザイン,も良いです,カメラ自体のデザインも、アナログ機のような存在感が良いです。
"",デザイン,が良い,デザインがまず良い。
"",デザイン,はいいです,デザインはとてもいいです。
"",デザイン,が良いと,好みの問題ですが、特にこの機種のデザインが良いというより、キャノンさんらしさで安定していると思います。
"",デザイン,はありませんが,デザインは、前モデルからの流れで大きな不満はありませんが、もう少し繊細さが欲しいかも。
"",デザイン,は思います,操作、デザインはCANONユーザーには安心出来る仕上がりと思います。
"",デザイン,はありますが,デザインは少し腰高感がありますが、おなじみのデザインという感じです。
"",デザイン,は感じます,ボディのデザインは若干古めかしく感じます。
"",デザイン,は良いと,デザインは特に目を引くようなものではなく無難な形だと思います、他の機種と比べて小型軽量なので女性には良いと思いますが男性の手には少し小さいのと外付けのストロボをつけると見た目のバランスとホールド感が今ひとつですが、内蔵のストロボはチャージに時間がかかるし広角でケラレが出るので室内撮影には純正のスピードライトが欲しくなります。
"",デザイン,もいいです,まだ望遠での手振れには慣れませんが、使い勝手も、デザインもとてもいいです。
"",デザイン,は思います,デザインは、他の双眼鏡より悪くないと思います。
"",デザイン,は良いと,正面のヘアラインパネル、ボディの継ぎ目処理、スイッチ類の操作感など、値段を感じさせない高級感と、しっかりカメラらしさを感じさせるデザインは良いと思います。
"",デザイン,も良く,デザインも良く、ホールド感も安定しています。
"",デザイン,は感じません,910のパンダの目のようなデザインはあまり魅力を感じません。
"",デザイン,が良い,3．大変コンパクトでデザインが良い
"",デザイン,はあります,デザインは安っぽさはあります
"",デザイン,も良い,総じて、レスポンスも穏やか、デザインもまずまず、ホールド感も良い。
"",デザイン,も良く,コンパクトでデザインも良く、携帯性抜群のカメラ。
"",デザイン,は思います,機能がいろいろあるから、太いというのも全然問題ないが、デザインはもうちょっとなんとか出来ないのかなあって個人的には思います。
"",デザイン,は良いです,デザインは良いです。
"",デザイン,も良いと,デザインも今の同系列品より良いと私は思います。
"",デザイン,はあるので,デザインはカメラ、の雰囲気があるので自分は好き
"",デザイン,はあり,デザインは高級感すらあり、今でも通用すると思う。
"",デザイン,がよい,せっかくカメラの性能が良いんですから、後は、もっとデザインがよい専用ソフトケースを出してほしいですね。
"",デザイン,はします,というか普通にデザインは良い気がします。
"",デザイン,はいいと,F10からの買換えでしたがデザインはもちろんコンパクトでいいと思います。
"",デザイン,は思います,デザインは人それぞれだと思います。
"",デザイン,も良く,デザインもカッコ良く、手軽に簡単にキレイに撮れる!
"",レンズ,は思います,この焦点距離でこの明るいレンズは、まず一眼では不可能な事だと思います。
"",レンズ,も思います,レンズも通常の使用には問題なく、これ以上のズームでは、ブレも気になり、さらに重くなり、レンズも暗くなるのでこれがベストだと思います。
"",レンズ,はない,レンズは暗い、ISO400までしかない。
"",レンズ,もいい,言われている液晶もそれほど悪くないしレンズも明るくいい感じです。
"",レンズ,にある,ただ、レンズにある細工をして描写を一味変えています。
"",レンズ,といい,また、キットレンズとは思えない開放から使えるレンズといい、エンプラ?にしてはかなり高級感があり正直良い買い物をしました。
"",レンズ,も含めて,3．防塵防滴、ダストリダクションはレンズも含めて現在のデジタル一眼で最も優れていると思う。
"",レンズ,がある,レンズが左上角にあるタイプなので持ちにくそうでしたが液晶の画面も大きくてとても満足できる商品でした。
"",レンズ,は思います,レンズは、前後に軽く稼動しますし、とても使いやすい機種だと思います。
"",レンズ,はあり,購入前、天の邪鬼な私はあまりにも皆さんが口を揃えて良いとおっしゃっているこのレンズは候補の最下位にあり、価格や納期等どちらかといえば消極的な理由でこのレンズを購入したのですが、自分で撮ってみて初めてその良さが理解できました。
"",レンズ,はありません,1年半ほど使ってきましたが、これほど便利なレンズはありません。
"",レンズ,がある,欠点と言えば、テレ端とワイ端以外の、中間にレンズがあるとき、上を向いたり下を向いたりするとレンズが自重で動き出すことです。
"",レンズ,はします,もうちょっと、と思うところは、被写界深度が深いため気にするほどではないのですが、少し暗めのこのレンズは、AF精度やMFのしやすさが不利な感じがします。
"",レンズ,にある,・オートフォーカスの効くレンズに制限がある
"",レンズ,にある,ただ、D40で使う場合、オートフォーカスの効くレンズに制限があるため、オートフォーカスを必要とするならば金額がそこそこするレンズしか選択肢がないのが痛いところです。
"",レンズ,はあり,このレンズは開放F値を欲張らないせいもあり、アポクロマートの名に恥じない、実に膕丞兄な描写をします。
"",レンズ,は思います,80-200mmf2.8Dは望遠域で描写が甘い印象がありましたが、このレンズは全域シャープなに思います。
"",レンズ,はないので,正直、単焦点の描写に若干劣りますが手持ちでここまで撮れるレンズはないので主に物撮り以外での仕事用で重宝しています。
"",レンズ,も良い,ここ迄上がってくるとレンズも良い(高い)レンズじゃないとアラが目立ちますね。
"",レンズ,がいい,最近の人は解放からきりっとしたレンズがいいレンズだと思う風潮がでているが(マクロ、超望遠や、F値の暗いズームなどではそうあるべきとは思う)、私は等倍解像度厨ではなく、絵としての写真を撮る趣味なので、開放で甘い描写になるのは、かえって好都合。
"",レンズ,が感じます,キヤノンほど魅力的なレンズがないように感じますが比較的ニコンはキヤノンに比べて良いレンズが安く感じます
"",レンズ,はいいです,フィルム換算で300ミリのレンズはとてもいいです。
"",レンズ,はします,そのうち撮りたいシーンに合わせてレンズも増やしていくと思いますが、このレンズはいつまでも使い続けるような気がします。
"",レンズ,はない,VR18-200は周辺画質が流れているが、このレンズは、その心配もない。
"",レンズ,が良く,確かにVS18-200のズーム倍率と手振れ補正には魅力が有りましたが常用標準レンズとして考えたときはこのレンズが大きさ的にバランスが良く、常用レンズとして最も優れていると感じました。
"",レンズ,がいいと,コシナ85mmZFなんかは買っても、時代錯誤のMF専用レンズなので、そのカミソリピントを、デジタル一眼のお粗末なファインダーのMFでポートレート撮影で使いこなすには腕もいるし、お手軽価格のこのレンズがいいと思う。
"",レンズ,は良いです,EOS5Dにも、このレンズは格好良いです。
"",レンズ,の良い,このレンズの良いところは、AiAFnikkor20mmF2.8Sよりも画面4隅での像の流れが少なく、全体的に高画質が得られることです。
"",レンズ,は良いです,90mmはレンズが汚れたときの清掃が非常にやりにくいのですが、このレンズは簡単で良いです。
"",レンズ,が良くて,このキットにはVR機構がある55〜200mmのレンズがなかなか使い勝手が良くて、しかし三脚が必須ですね。
"",レンズ,にありません,VR機能がついてF2.8、ズームでF2.8の明るさを維持するこのレンズに不満など全くありません。
"",レンズ,がある,このレンズがあることで、かなり撮れる場面が増えたような感じがします。
"",レンズ,があると,これでN純正で35mmF2(単焦点)でAF可能なレンズがあると最高でしたが、今はシグマの30mmF1.4EXDCHSMを購入する事としました。
"",レンズ,があるので,手ぶれ補正については、優秀なニコンのレンズがあるので必要を感じません。
"",レンズ,はいいですね,ちょうど52mm(35mmフォーマットで)あたりに相当するこのレンズは、25cmまで寄れる点がいいですね。
"",レンズ,が良い,子供の笑顔を撮るにはこのレンズが最も良い仕事をしてくれます。
"",レンズ,はあり,画角が似たレンズはTOKINAから16〜50mmというレンズがあり、どちらにしようか悩みました。
"",レンズ,があり,画角が似たレンズはTOKINAから16〜50mmというレンズがあり、どちらにしようか悩みました。
"",レンズ,は良く,このレンズは大変使い勝手が良く、純正レンズに引けをとらないほどです。
"",レンズ,も含めて,レンズも含めて豊富に安くデジ一眼を楽しみたい人にお勧めします。
"",レンズ,はします,このレンズに比べると、55mm〜200mmのレンズは、ちょっと落ちるような気がします。
"",レンズ,も良く,そして、レンズにAFSしか使えないという縛りはありますが、キットのレンズも意外に良く、キットについている18−55、55−200(デジタルなので1．5倍すると35mm換算)でも、コンデジ最強と言われるCanonG9やRICOHGX100と比べて圧倒的な差があります。
"",レンズ,にある,理由はAFの使用できるレンズに制限があることです!
"",レンズ,にある,使用できるレンズに制限があることを除けば、すばらしいカメラです。
"",レンズ,はありませんが,キットのレンズは高級感はありませんが、クォリティはかなりのものです。
"",レンズ,にある,上にも書きましたが、現時点でレンズに制約があるところが問題ですね。
"",レンズ,はします,(私のキヤノンのレンズは、フォーカス時に一瞬、画像ががたつくような変な動きをします。→写りには関係ないようですが。)
"",レンズ,はいいと,安レンズは駄目という方も居ますが安くてもいいレンズはいいと思いました割り切って使えば価格以上の価値はあります
"",レンズ,があると,望遠を使う際にはたぶん、これからはこのレンズが一番出番があると思います!
"",レンズ,は良い,レンズは良い。
"",レンズ,が悪い,沈胴式のレンズが悪い。
"",レンズ,は良いと,レンズは価格の割りに良いと思います。
"",レンズ,はあります,それからこのレンズはタイトルの表記に誤りがあります。
"",レンズ,がありません,■レンズシステムの不備つけるにふさわしいレンズがありません。
"",レンズ,がある,また、リミテッドシリーズのような、独創性の高いレンズが多数あるため、他社とは異なる魅力をもったカメラといえましょう。
"",レンズ,はありませんが,他カメラメーカーのレンズは使ったことがありませんが、皆さんからの評判を見聞きしている限り、これは最高峰のレンズといっても決して過言ではないのでしょうか。
"",レンズ,もありません,主観で申し訳ありませんが、どのメーカーのどのレンズもこのレンズに勝るものはありません。
"",レンズ,は良いです,でもこのレンズは開放からとても安定した写りをし、絞り込んでも他のレンズよりもはるかに画質が良いです。
"",レンズ,はありません,このレンズは文句のつけどころがありません。
"",レンズ,に満足しています,ともかく便利なレンズに満足しています。
"",レンズ,の良い,このレンズの良い点
"",レンズ,があり,素人なりに目に写るものは全て光なのであるからレンズが最も重要と考え、パナFZ7と同等の倍率(コンデジしか使ったことないから焦点距離の意味がわからなかった)のレンズを探すとタムロンとソニーとペンタックスに18−250mmという数字の付いたレンズがあり、それがどうやら一番近い条件らしいと分かりました。
"",レンズ,はあり,購入前、天の邪鬼な私はあまりにも皆さんが口を揃えて良いとおっしゃっているこのレンズは候補の最下位にあり、価格や納期等どちらかといえば消極的な理由でこのレンズを購入したのですが、自分で撮ってみて初めてその良さが理解できました。
